"Moss Wood Ribbon Vale Cabernet/Merlot, Margaret River",CSBLD-AU-1_09,CSBLD-AU-B-1_09,B,Australia>MargaretRiver>RibbonValeVineyard>,CabernetSauvignon_0.75/Merlot_0.18/CabernetFranc_0.07,慕丝森林缎带谷卡本妮苏维翁/梅洛,"Moss Wood Ribbon Vale Cabernet/Merlot, Margaret River",Red Wine,2012,14.00%,,,,,,
"Yalumba The Scribbler Cabernet Sauvignon/Shiraz, Barossa Val",CSBLD-AU-1_10,CSBLD-AU-B-1_10,B,Australia>BarossaValley>,CabernetSauvignon_0.57/Shiraz_0.43/_,御兰堡涂鸦卡本妮苏维翁/设拉子,"Yalumba The Scribbler Cabernet Sauvignon/Shiraz, Barossa Val",Red Wine,2011,,,,,,,
"Yalumba The Signature Cabernet/Shiraz, Barossa Valley",CSBLD-AU-1_11,CSBLD-AU-C-1_11,C,Australia>BarossaValley>,CabernetSauvignon_0.54/Shiraz_0.46,御兰堡标志卡本妮苏维翁/设拉子红葡萄酒,"Yalumba The Signature Cabernet/Shiraz, Barossa Valley",Red Wine,2010,13.50%,,,,,,
Casa Silva Coleccion Cabernet Sauvignon 2014,CS-CL-1_01,CS-CL-A-1_01,A,Chile>ColchaguaValley>,CabernetSauvignon_1/_/_,白银庄精选赤霞珠干红葡萄酒 2014,Casa Silva Coleccion Cabernet Sauvignon 2014,Red Wine,2014,14.00%,dry,,,,,
Santa Rita Medalla Real Cabernet Sauvignon,CS-CL-1_02,CS-CL-A-1_02,A,Chile>MaipoValley>,CabernetSauvignon_0.95/CabernetFranc_0.05/_,桑塔丽塔真实勋章本力苏维翁特酿干红葡萄酒,Santa Rita Medalla Real Cabernet Sauvignon,Red Wine,2011,14.00%,,,,,,
ISLAND EASTER RESERVA CABERNET SAUVIGNON 2012 750ml,CS-CL-1_03,CS-CL-A-1_03,A,Chile>CentealVally>,CabernetSauvignon_1/_/_,干露复活节岛珍藏赤霞珠红葡萄酒 ,ISLAND EASTER RESERVA CABERNET SAUVIGNON 2012 750ml,Red Wine,2012,13.00%,干型,,,,,
1865 Cabernet sauvignon,CS-CL-1_04,CS-CL-B-1_04,B,Chile>MaipoValley>,CabernetSauvignon_1/_/_,1865 圣佩特罗赤霞珠干红葡萄酒,1865 Cabernet sauvignon,Red Wine,2012,14.50%,3.3,,,,,
Errazuriz Single Vineyard Cabernet Sauvignon,CS-CL-1_05,CS-CL-B-1_05,B,Chile>ValledeAconcagua>,CabernetSauvignon_0.85/CabernetFranc_0.08/PetitVerdot_0.07,单一葡萄园赤霞珠2013,Errazuriz Single Vineyard Cabernet Sauvignon,Red Wine,2013,14.00%,,,,,,
ERRAZURIZ MAX RESERVA CARBERNET SAUVIGNON 2012 750ml ,CS-CL-1_06,CS-CL-B-1_06,B,Chile>AconcaguaValley>AconcaguaValley>,CabernetSauvignon_1/_/_,伊拉苏庄园珍藏赤霞珠红葡萄酒,ERRAZURIZ MAX RESERVA CARBERNET SAUVIGNON 2012 750ml ,Red Wine,2012,14.00%,干型,,,,,
wise monkey cabernet sauvignon,CS-CL-1_07,CS-CL-B-1_07,B,Chile>CentralValley>,CabernetSauvignon_1/_/_,智猴赤霞珠红葡萄酒,wise monkey cabernet sauvignon,Red Wine,2013,13.30%,,,,,,
Santa Rita Casa Real Cab Sauvignon,CS-CL-1_08,CS-CL-C-1_08,C,Chile>MaipoValley>,CabernetSauvignon_1/_/_,桑塔丽塔真实家园加本力苏维翁干红葡萄酒,Santa Rita Casa Real Cab Sauvignon,Red Wine,2010,14.50%,,,,,,
Santa Rita Secret Reserve Red Blend,CSBLD-CL-1_01,CSBLD-CL-A-1_01,A,Chile>,cabernetsauvignon_/merlot_/syrah_/camenere_/petitverdot_,桑塔丽塔‘私家珍酿红葡萄酒,Santa Rita Secret Reserve Red Blend,Red Wine,2013,13.00%,,,,,,
Los Vascos Grande Reserve,CSBLD-CL-1_02,CSBLD-CL-B-1_02,B,Chile>ColchaguaValley>,CabernetSauvignon_0.75/Carmenère_0.1/Syrah_0.1/Malbec_0.05,巴斯克特酿红葡萄酒,Los Vascos Grande Reserve,Red Wine,2012,14.00%,,,,,,
Altair,CSBLD-CL-1_03,CSBLD-CL-C-1_03,C,Chile>CachapoalValley>,CabernetSauvignon_0.75/Shiraz_0.16/Carmenere_0.07,天鹰干红葡萄酒,Altair,Red Wine,2010,14.70%,2.51,,,,,
Sideral,CSBLD-CL-1_04,CSBLD-CL-C-1_04,C,Chile>RapelValley>,CabernetSauvignon_0.45/Shiraz_0.29/Carmenere_0.16,恒星干红葡萄酒,Sideral,Red Wine,2010,14.70%,3.1,,,,,
Santa Rita Triple C,CSBLD-CL-1_05,CSBLD-CL-C-1_05,C,Chile>MaipoValley>,cabernetfranc_0.55/cabernetsauvignon_0.3/camenere_0.15,桑塔丽塔三丽人红葡萄酒,Santa Rita Triple C,Red Wine,2005,14.50%,,,,,,
Errazuriz Don Maximiano,CSBLD-CL-1_06,CSBLD-CL-C-1_06,C,Chile>ValledeAconcagua>,CabernetSauvignon_0.75/Carmenere_0.12/PetitVerdot_0.08/Malbec_0.05,马克西米诺庄主珍藏葡萄酒2012,Errazuriz Don Maximiano,Red Wine,2012,14.50%,,,,,,
Alias Red Blend,CS-US-1_01,CS-US-A-1_01,A,USA>California>,CabernetSauvignon_0.5/Merlot_0.5/_,美酒密探半干红葡萄酒,Alias Red Blend,Red Wine,2013,13.70%,,,,,,
Carlo Rossi LOT1933 Cabernet Sauvignon,CS-US-1_02,CS-US-A-1_02,A,USA>California>CentralValley>,CabernetSauvignon_0.85/Rubired_/PetiteSirah_,加州乐事LOT1933赤霞珠红葡萄酒,Carlo Rossi LOT1933 Cabernet Sauvignon,Red Wine,2013,13.00%,,,,,,
"Dark Horse™ Cabernet Sauvignon 
California",CS-US-1_03,CS-US-A-1_03,A,USA>California>CentralValley>,CabernetSauvignon_1/_/_,骏琪赤霞珠红葡萄酒,"Dark Horse™ Cabernet Sauvignon 
California",Red Wine,2012,13.50%,,,,,,
Three Bears Cabernet Sauvignon Reserve,CS-US-1_04,CS-US-A-1_04,A,USA>California>,CabernetSauvignon_1/_/_,三只熊珍藏版赤霞珠干红葡萄酒,Three Bears Cabernet Sauvignon Reserve,Red Wine,2012,14.20%,Dry,,,,,
Canyon Road Cabernet Sauvignon,CS-US-1_05,CS-US-A-1_05,A,USA>California>,CabernetSauvignon_1/_/_,凯岚加本内苏维翁红葡萄酒,Canyon Road Cabernet Sauvignon,Red Wine,2013,13.00%,6.4,,,,,
Beringer California Cabernet Sauvignon ,CS-US-1_06,CS-US-A-1_06,A,USA>California>,CabernetSauvignon_1/_/_,贝灵哲庄园加州精选加本力苏维翁红葡萄酒,Beringer California Cabernet Sauvignon ,,2013,,,,,,,
Carlo Rossi Sonoma County Cabernet Sauvignon ,CS-US-1_07,CS-US-B-1_07,B,USA>California>SonomaCounty>,CabernetSauvignon_0.85/Merlot_/PetiteSirah_,加州乐事所罗门赤霞珠红葡萄酒,Carlo Rossi Sonoma County Cabernet Sauvignon ,Red Wine,2012,13.80%,,,,,,
2011 Hill Family Cabernet Sauvignon,CS-US-2_01,CS-US-B-2_01,B,USA>California>NapaValley>,CabernetSauvignon_0.87/Merlot_0.11/Syrah_0.02,2011利尔酒窖名门赤霞珠,2011 Hill Family Cabernet Sauvignon,,2011,15.20%,,,,,,
"Black Stallion Cabernet Sauvignon, Napa Valley",CS-US-2_02,CS-US-B-2_02,B,USA>California>NapaValley>,CabernetSauvignon_1/_/_,黑骏马酒庄 卡本妮苏维翁红葡萄酒 ,"Black Stallion Cabernet Sauvignon, Napa Valley",Red Wine,2012,14.50%,<1,,,,,
Carlo Rossi Napa Valley Cabernet Sauvignon,CS-US-2_03,CS-US-C-2_03,C,USA>California>NapaValley>,CabernetSauvignon_0.85/Merlot_/PetiteSirah_,加州乐事纳帕谷赤霞珠红葡萄酒,Carlo Rossi Napa Valley Cabernet Sauvignon,Red Wine,2010,14.50%,,,,,,
Frei Brother Reserve Alexander Valley Cabernet Sauvignon,CS-US-2_04,CS-US-C-2_04,C,USA>California>AlexanderValley>,CabernetSauvignon_1/_/_,费雷兄弟亚历山大谷加本内苏维翁红葡萄酒,Frei Brother Reserve Alexander Valley Cabernet Sauvignon,Red Wine,2008,14.20%,< 4,,,,,
Smith & Hook Central Coast Cabernet Sauvignon 2012,CS-US-2_05,CS-US-C-2_05,C,USA>California>CentralCoast>,CabernetSauvignon_1/_/_,史密斯-虎克赤霞珠红葡萄酒,Smith & Hook Central Coast Cabernet Sauvignon 2012,Red Wine,2012,14.80%,,,,,,
"Ferrari-Carano, Trésor",CS-US-2_06,CS-US-C-2_06,C,USA>California>SonomaCounty>,CabernetSauvignon_0.84/PetitVerdot_0.06/Malbec_0.04,法拉利卡诺酒庄， 珍宝红,"Ferrari-Carano, Trésor",Red Wine,2010,14.60%,,,,,,
"St Supéry, Estate Cabernet Sauvignon",CS-US-2_07,CS-US-C-2_07,C,USA>California>NapaValley>,CabernetSauvignon_0.85/PetitVerdot_0.05/CabernetFranc_0.05/Malbec_0.03,顶圣酒庄，赤霞珠红,"St Supéry, Estate Cabernet Sauvignon",Red Wine,2012,14.50%,,,,,,
Marianne Selena           ,CS-1_01,CS-A-1_01,A,SouthAfrica>SimonsbergPaarl>,CabernetSauvignon_0.8/Shiraz_0.15/Merlot&Pinotage_0.05,蔓瑞赛琳娜干红葡萄酒,Marianne Selena           ,Red Wine,2012,12.50%,,,,,,
Nederburg The Winemaster's Reserve Cabernet Sauvignon,CS-1_02,CS-A-1_02,A,SouthAfrica>WesternCape>Paarl>,CabernetSauvignon_1/_/_,,The Winemaster's Reserve Cabernet Sauvignon,Red Wine,,,,,,,,
ESTANCIA MENDOZA Cabernet Roble,CS-1_03,CS-A-1_03,A,Argentina>Mendoza>,CabernetSauvignon_1/_/_,艾丽莎门多萨玛贝赤霞珠柔博干红葡萄酒,ESTANCIA MENDOZA Cabernet Roble,Red Wine,2013,14.00%,,,,,,
Estiba I Cabernet Sauvignon,CS-1_04,CS-A-1_04,A,Argentina>Mendoza>Agrelo>,CabernetSauvignon_1/_/_,艾斯迪巴▪苏维翁,Estiba I Cabernet Sauvignon,Red Wine,2013,13.00%,3.25,,,,,
"Villa Maria Reserve Cabernet/Merlot, Hawkes Bay",CS-1_05,CS-B-1_05,B,NewZealand>HawkesBay>,CabernetSauvignon_0.88/Merlot_0.12/_/,新玛利庄园霍克斯湾珍藏卡本妮梅洛,"Villa Maria Reserve Cabernet/Merlot, Hawkes Bay",Red Wine,2012,13.00%,0,,,,,
San Pio 2011 IGT Toscana,CS-1_06,CS-B-1_06,B,Italy>TOSCANA>,CabernetSauvignon_0.8/Sangiovese_0.2/_,圣皮罗红葡萄酒,San Pio 2011 IGT Toscana,Red Wine,2011,15.00%,干型,,,,,
ILPOLLENZA COSMINO,CS-1_07,CS-C-1_07,C,Italy>MARCHE>,CabernetSauvignon_1/_/_,科西米诺红葡萄酒,ILPOLLENZA COSMINO,Red Wine,2008,14.50%,,,,,,
MARCHESE DI VILLAMARINA PLATINUM CUVEE,CS-1_08,CS-C-1_08,C,Italy>Sardinia>Alghero>,CabernetSauvignon_1/_/_/,威马侯爵铂醇窖藏干红葡萄酒,MARCHESE DI VILLAMARINA PLATINUM CUVEE,Red Wine,2009,13.50%,,,,,,
Chevalier d’Arcins AOC Haut-Medoc,CSBLD-1_01,CSBLD-B-1_01,B,France>Bordeaux>Haut-Medoc>,CabernetSauvignon_/_/_,雅新斯骑士,Chevalier d’Arcins AOC Haut-Medoc,Red Wine,2011,12.50%,,,,,,
"J. Jencquel & Cie, Medoc, AOP",CSBLD-1_02,CSBLD-B-1_02,B,France>Bordeaux>Medoc>,CabernetSauvignon_0.75/Merlot_0.15/Malbec_0.05/PetitVerdot_0.05,捷杰希，梅多克红,"J. Jencquel & Cie, Medoc, AOP",Red Wine,2013,12.00%,,,,,,
"J. Jencquel & Cie, Pauillac AOP",CSBLD-1_03,CSBLD-B-1_03,B,France>Bordeaux>Pauillac>,CabernetSauvignon_0.6/Merlot_0.4/_,捷杰希，波雅克红,"J. Jencquel & Cie, Pauillac AOP",Red Wine,2010,12.50%,,,,,,
CHATEAU HAUT SELVE Rouge,CSBLD-1_04,CSBLD-B-1_04,B,France>Grave>,CabernetSauvignon_0.5/Merlot_0.5/_,欧赛尔堡干红葡萄酒,CHATEAU HAUT SELVE Rouge,Red Wine,2012,13.50%,,,,,,
Chateau La Fleur Peyrabon,CSBLD-1_05,CSBLD-C-1_05,C,France>Bordeaux>Pauillac>,CabernetSauvignon_0.72/Merlot_0.205/PetitVerdot_0.075,普瑞斯花堡干红,Chateau La Fleur Peyrabon,Red Wine,2012,13.50%,0.2,,,,,
Fattoria Nittardi Nectar Dei,CSBLD-1_06,CSBLD-C-1_06,C,Italy>TOSCANA>Maremma>,CabernetSauvignon_0.4/Merlot_0.2/Syrah_0.2/PetitVerdot_0.15,尼塔帝酒庄星云红葡萄酒,Fattoria Nittardi Nectar Dei,Red Wine,2010,14.00%,,,,,,
CAPO DI STATO 2007 IGT ROSSO Colli Trevigiani,CSBLD-1_07,CSBLD-C-1_07,C,Italy>Veneto>Montello>,CabernetSauvignon_0.65/CabernetFranc_0.2/Merlot_0.1/Malbec_0.05,加斯帕瑞尼首相干红葡萄酒,CAPO DI STATO 2007 IGT ROSSO Colli Trevigiani,Red Wine,2007,14.00%,,,,,,
TANCA FARRA,CSBLD-1_08,CSBLD-C-1_08,C,Italy>Sardinia>Alghero>,CabernetSauvignon_0.5/Cannonau_0.5/_/,唐风干红葡萄酒,TANCA FARRA,Red Wine,2009,13.50%,,,,,,
Babich Patriarch,CSBLD-1_09,CSBLD-C-1_09,C,NewZealand>HawkeBay>,CabernetSauvignon_0.54/Merlot_0.32/Malbec_0.14,百祺元老,Babich Patriarch,Red Wine,2011,12.50%,0,,,,,
Trinity Hill Gimblett Gravels The Gimblett,CSBLD-1_10,CSBLD-C-1_10,C,NewZealand>HawkesBay>GimblettGravels>,CabernetSauvignon_0.4/Merlot_0.3/CabernetFranc_0.29/PetitVerdot_0.01,,Trinity Hill Gimblett Gravels The Gimblett,Red Wine,2013,13.00%,,,,,,
"Chateau Musar Red, ",CSBLD-1_11,CSBLD-C-1_11,C,Lebanon>BekaaValley>,CabernetSauvignon_/Carignan_/Cinsault_,"睦纱古堡红葡萄酒, 贝卡河谷","Chateau Musar Red, ",Red Wine,2007,14.00%,,,,,,
LATUNELLA VERDUZZO 2012 WHITE,DESS-1_01,DESS-A-1_01,A,Italy>FriuliVeneziaGiulia>,_/_/_,拉图尼拉维多佐白葡萄酒,VERDUZZO 2012 WHITE,Sweet Wine,2012,12.50%,半甜型,,,,,
Terre Forti Vino Bianco ,DESS-1_02,DESS-A-1_02,A,Italy>,_/_/_,泰福迪宝树白葡萄酒,Terre Forti Vino Bianco ,Sweet Wine,,11.00%,,,,,,
Dilema Sweet Natural White,DESS-1_03,DESS-A-1_03,A,Argentina>Mendoza>,_/_/_,,Dilema Sweet Natural White,Sweet Wine,2014,9.00%,,,,,,
Brown Brothers Cienna,DESS-1_04,DESS-A-1_04,A,Argentina>,cienna_1/_/_,布琅兄弟森娜甜红葡萄酒,Cienna,Sweet Wine,2013,6.50%,115,,,,,
Kracher Cuvee Beerenauslese,DESS-1_05,DESS-B-1_05,B,Austria>Burgenland>,Welschriesling_0.6/Chardonnay_0.4/_,格莱士逐粒精选甜白,Kracher Cuvee Beerenauslese,Sweet Wine,2011,11.00%,,,,,,
Chateau du Cros Loupiac,DESS-1_06,DESS-B-1_06,B,France>Loupiac>,Semillon_0.95/SauvignonBlanc_0.05/_,帝可古堡贵腐甜白葡萄酒,Chateau du Cros Loupiac,Sweet Wine,2006,14.00%,,,,,,
Reichsgraf von Kesselstatt Josephshofer Riesling Spatlese,DESS-1_07,DESS-B-1_07,B,Germany>Mosel>MiddleMosel>,Riesling_1/_/_,冯.开世泰伯爵酒庄约瑟胡佛园雷司令晚收,Reichsgraf von Kesselstatt Josephshofer Riesling Spatlese,Sweet Wine,2013,8.00%,69.3,,,,,
Moscato d'Asti D.O.C.G. “Oroluce”,DESS-MOS-1_01,DESS-MOS-A-1_01,A,Italy>Piedmont>,Moscato_1/_/_,OROLUCE莫斯卡托白葡萄酒,Moscato d'Asti D.O.C.G. “Oroluce”,Sweet Wine,2013,5.50%,6,,,,,
G.D.Vajra Moscato D'Asti,DESS-MOS-1_02,DESS-MOS-B-1_02,B,Italy>Piedmont>,Moscato_1/_/_,瓦嘉拉阿斯蒂莫斯卡托甜白葡萄酒,G.D.Vajra Moscato D'Asti,Sweet Wine,2011,5.50%,,,,,,
Giacomo Bologna Braida Vigna Senza Nome,DESS-MOS-1_03,DESS-MOS-B-1_03,B,Italy>MoscatodAsti>,Moscato_1/_/_,无名葡萄园低醇葡萄酒,Giacomo Bologna Braida Vigna Senza Nome,Sweet Wine,2013,5.50%,104,,,,,
SANMAURIZIO VALLEBELBO ASTI 750ml NV ,DESS-MOS-1_04,DESS-MOS-A-1_04,A,Italy>Piedmont>,Moscato_1/_/_,圣马利佐阿斯提白起泡葡萄酒,SANMAURIZIO VALLEBELBO ASTI 750ml NV ,Sweet Wine,nv,7.50%,甜型,,,,,
Canyon Road Moscato,DESS-MOS-1_05,DESS-MOS-A-1_05,A,USA>California>,Moscato_1/_/_,凯岚麝香白葡萄酒,Canyon Road Moscato,Sweet Wine,2013,9.00%,7.11,,,,,
Flinders 2014 South Australia Moscato ,DESS-MOS-1_06,DESS-MOS-A-1_06,A,Australia>SouthAustralia>,Moscato_1/_/_,富临发现者南澳莫斯卡托葡萄酒(2014),Flinders 2014 South Australia Moscato ,Sweet Wine,2014,8.50%,91.7g/L,,,,,
GRANT BURGE MOSCATO 2014 750ml ,DESS-MOS-1_07,DESS-MOS-A-1_07,A,Australia>Australia>Australia>,Moscato_1/_/_,格兰伯爵墨斯卡多白葡萄酒,GRANT BURGE MOSCATO 2014 750ml ,Sweet Wine,2014,8.00%,甜型,,,,,
Angelfish Moscato,DESS-MOS-1_08,DESS-MOS-A-1_08,A,Australia>Riverina>MurrayDarlingRiverland>,MuscatGordoBlanco_0.78/WhiteFrontignac_0.22/_,天使鱼慕斯卡白葡萄酒,Angelfish Moscato,Sweet Wine,2013,7.50%,,,,,,
Stella Bella Pink Muscat,DESS-MOS-1_09,DESS-MOS-B-1_09,B,Australia>MargaretRiver>,MuscatRose_1/_/_,斯黛拉贝勒酒园莫斯卡托桃红,Stella Bella Pink Muscat,Sweet Wine,2013,7.50%,86,,,,,
Brown Brothers Moscato ,DESS-MOS-1_10,DESS-MOS-A-1_10,A,Australia>,moscato_1/_/_,布琅兄弟莫斯卡托甜白葡萄酒,Moscato ,Sweet Wine,2014,5.00%,117,,,,,
Brown Brothers Orange Muscat & Flora,DESS-MOS-1_11,DESS-MOS-A-1_11,A,Australia>,OrangeMuscat_0.8/Flora_0.2/_,布琅兄弟甜白葡萄酒,Orange Muscat & Flora,Sweet Wine,2013,,120,,,,,
Brown Brothers Moscato Rosa,DESS-MOS-1_12,DESS-MOS-A-1_12,A,Australia>,moscato_1/_/_,布琅兄弟莫斯卡托桃红葡萄酒,Moscato Rosa,Sweet Wine,2014,7.00%,90,,,,,
ESTANCIA MENDOZA Malbec,MAL-AR-1_01,MAL-AR-A-1_01,A,Argentina>Mendoza>,Malbec_1/_/_,艾丽莎门多萨玛贝干红葡萄酒,ESTANCIA MENDOZA Malbec,Red Wine,2014,13.30%,,,,,,
ESTANCIA MENDOZA Malbec Roble,MAL-AR-1_02,MAL-AR-A-1_02,A,Argentina>Mendoza>,Malbec_1/_/_,艾丽莎门多萨玛贝柔博干红葡萄酒,ESTANCIA MENDOZA Malbec Roble,Red Wine,2013,13.70%,,,,,,
Lo Tengo Malbec,MAL-AR-1_03,MAL-AR-A-1_03,A,Argentina>Mendoza>,Malbec_1/_/_,探戈马尔白克干红葡萄酒,Lo Tengo Malbec,Red Wine,2014,14.00%,,,,,,
Uxmal Malbec,MAL-AR-1_04,MAL-AR-A-1_04,A,"Argentina>Mendoza>LaperforindaTupungatoLuHandecuyo>
",Malbec_1/_/_,乌斯马尔 马贝克,Uxmal Malbec,Red Wine,2014,13.50%,3.55,,,,,
Vino De Guarda Esmeralda Fernandez Malbec     ,MAL-AR-1_05,MAL-AR-A-1_05,A,"Argentina>Mendoza>LaperforindaTupungatoLuHandecuyo>
",Malbec_1/_/_,瓜尔达埃斯梅拉达 费尔南德斯 马贝克,Vino De Guarda Esmeralda Fernandez Malbec     ,Red Wine,2012,13.50%,,,,,,
Alto Uxmal Argentian Style Malbec,MAL-AR-1_06,MAL-AR-A-1_06,A,"Argentina>Mendoza>Tupungato>
",Malbec_1/_/_,乌斯马尔珍藏 马贝克,Alto Uxmal Argentian Style Malbec,Red Wine,2012,13.50%,3.1,,,,,
ARGENTO Malbec Artesano,MAL-AR-1_07,MAL-AR-A-1_07,A,Argentina>Mendoza>,malbac_1/_/_,银谷-阿缇莎红葡萄酒,ARGENTO Malbec Artesano,Red Wine,2014,13.00%,,,,,,
Argentina Malbec,MAL-AR-2_01,MAL-AR-B-2_01,B,Argentina>Mendoza>,Malbec_1/_/_,凯洛马尔贝克红葡萄酒,Argentina Malbec,Red Wine,2013,14.00%,,,,,,
Malbec Alta  Angelica Zapata ,MAL-AR-2_02,MAL-AR-B-2_02,B,Argentina>Mendoza>LunLunTowerAreaAggerColumnAreaMonicaLuciaAreaMelonTaraForceArea>,Malbec_1/_/_,安吉莉卡 萨帕塔 顶级马贝克                                   ,Malbec Alta  Angelica Zapata ,Red Wine,2009,14.00%,,,,,,
"Dominio Del Plata, Susana Balbo Malbec",MAL-AR-2_03,MAL-AR-B-2_03,B,Argentina>Mendoza>,Malbec_0.95/CabernetSauvignon_0.05/_,德米诺酒庄，苏珊马贝克红,"Dominio Del Plata, Susana Balbo Malbec",Red Wine,2012,14.00%,,,,,,
ARGENTO Malbec Reserva,MAL-AR-2_04,MAL-AR-B-2_04,B,Argentina>Mendoza>,malbac_1/_/_,银谷-马尔贝克珍藏红葡萄酒,ARGENTO Malbec Reserva,Red Wine,2012,13.00%,,,,,,
Alpasión Malbec,MAL-AR-2_05,MAL-AR-B-2_05,B,Argentina>Mendoza>ValledeUco>,malbac_1/_/_,,Alpasión Malbec,Red Wine,2013,15.20%,3,,,,,
Los Helechos ,MAL-AR-2_06,MAL-AR-B-2_06,B,Argentina>Mendoza>,Malbec_1/_/_,,Los Helechos ,Red Wine,2012,14.00%,,,,,,
ZUCCARDI TITO 2011,MAL-AR-2_07,MAL-AR-B-2_07,B,Argentina>Mendoza>,Malbac_0.68/CabernetSauvignon_0.17/Ancellotta_0.15,朱卡迪蒂拓红葡萄酒,ZUCCARDI TITO 2011,Red Wine,2011,15.00%,3.22g/l,,,,,
Perdriel Centenario,MAL-AR-2_08,MAL-AR-B-2_08,B,Argentina>Mendoza>,Malbec_0.4/CabernetSauvignon_0.3/Merlot_0.3,普里奥庄园世纪珍藏红葡萄酒,Perdriel Centenario,Red Wine,2008,14.50%,,,,,,
Alpasión Private Selection,MAL-AR-2_09,MAL-AR-B-2_09,B,Argentina>Mendoza>ValledeUco>,malbac_0.54/CabernetFranc_0.46/_,,Alpasión Private Selection,Red Wine,2012,16.20%,2,,,,,
CUMULUS Merlot,ME-1_01,ME-A-1_01,A,Australia>NewSouthWales>OrangeTown>,Merlot_1,积云60美乐红葡萄酒,,Red Wine,2013,14.00%,,,,,,
2009 Ridge Crest Columbia Valley Merlot,ME-1_02,ME-A-1_02,A,USA>Washington>ColumbiaValley>,Merlot_1/_/_,2009腾威梅洛,2009 Ridge Crest Columbia Valley Merlot,,2009,13.80%,,,,,,
Popov Winery MERLOT,ME-1_03,ME-A-1_03,A,Macedonia>Tikvesh>,Merlot_1/_/_,波波夫美露干红葡萄酒,MERLOT,Red Wine,2011,14.00%,2.2,,,,,
2007 Basel Cellars Walla Walla Valley Merlot,ME-1_04,ME-B-1_04,B,USA>Washington>WallaWallaValley>,Merlot_1/_/_,2007巴塞尔酒窖瓦拉瓦拉谷梅洛,2007 Basel Cellars Walla Walla Valley Merlot,,2007,14.50%,,,,,,
THE TRIANGLE MERLOT HAWKES BAY  2013 750ml  ,ME-1_05,ME-B-1_05,B,NewZealand>HAWKESBAY>NewZealand>,Merlot_1/_/_,思兰尼“三角”梅洛红葡萄酒,THE TRIANGLE MERLOT HAWKES BAY  2013 750ml  ,Red Wine,2013,14.00%,干型,,,,,
FALCONERA 2009 IGT Merlot Colli Trevigiani,ME-1_06,ME-B-1_06,B,Italy>Veneto>Montello>,Merlot_1/_/_,加斯帕瑞尼飞鹰美乐干红葡萄酒,FALCONERA 2009 IGT Merlot Colli Trevigiani,Red Wine,2009,13%,,,,,,
"Planeta, Merlot Rosso Di Sicilia, IGT",ME-1_07,ME-B-1_07,B,Italy>Sicily>,Merlot_1/_/_,朴奈达酒庄，西西里 梅乐红,"Planeta, Merlot Rosso Di Sicilia, IGT",Red Wine,2010,14.50%,,,,,,
Kingsley Merlot 2012,ME-1_08,ME-B-1_08,B,Australia>SOUTHEASTERNAUSTRALIA>,Merlot_1/_/_,金士利梅洛干红葡萄酒,Kingsley Merlot 2012,Red Wine,2012,14.00%,,,,,,
"Vina Casablanca, Nimbus Estate Merlot",ME-1_09,ME-B-1_09,B,Chile>CasablancaValley>,Merlot_1/_/_,卡萨布兰卡酒庄，尼博山庄系列 梅洛红,"Vina Casablanca, Nimbus Estate Merlot",Red Wine,2011,14.80%,,,,,,
Marianne Desirade       ,ME-1_10,ME-C-1_10,C,SouthAfrica>Paarl>,Merlot_0.81/CabernetSauvignon_0.19/_,蔓瑞玳诗干红葡萄酒,Marianne Desirade       ,Red Wine,2005,15.50%,,,,,,
"Villa Maria Private Bin Merlot/Cabernet, Hawkes Bay",MEBLD-1_01,MEBLD-A-1_01,A,NewZealand>HawkesBay>,Merlot_0.75/Cabernet_0.14/Malbec_0.07,新玛利庄园霍克斯湾珍匣梅洛卡本妮,"Villa Maria Private Bin Merlot/Cabernet, Hawkes Bay",Red Wine,2013,13.00%,0,,,,,
2010 Ladaca Red Wine,MEBLD-1_02,MEBLD-A-1_02,A,USA>Oregon>RogueValley>,Merlot_0.61/Malbec_0.19/CabernetSauvignon_0.15/CabernetFranc_0.05,2010莉嘉红葡萄酒,2010 Ladaca Red Wine,,2010,13.50%,,,,,,
ElephantHill Le Phant ,MEBLD-1_03,MEBLD-B-1_03,B,NewZealand>HawkesBay>,Merlot_0.65/CabernetSauvignon_0.15/CabernetFranc_0.08/Malbec_0.12,象山酒庄乐福红葡萄酒,ElephantHill Le Phant ,Red Wine,2012,13.50%,,,,,,
Babich Black Label Gimblett Gravels Merlot Cabernet,MEBLD-1_04,MEBLD-B-1_04,B,NewZealand>HawkeBay>,Merlot_0.76/CabernetSauvignon_0.24/_,百祺黑标金伯莱碎石梅洛赤霞珠,Babich Black Label Gimblett Gravels Merlot Cabernet,Red Wine,2013,13.00%,0,,,,,
Merlot Cabernet2012,MEBLD-1_05,MEBLD-B-1_05,B,NewZealand>HawkesBay>,Merlot_/CabernetSauvignon_/_,尼可波特 梅洛卡本纳2012,Merlot Cabernet2012,Red Wine,2012,12.50%,1.4,,,,,
ILPOLLENZA PORPORA,MEBLD-1_06,MEBLD-B-1_06,B,Italy>MARCHE>,Merlot_0.7/Montepulciano_0.3/_,波罗波蓝红葡萄酒,ILPOLLENZA PORPORA,Red Wine,2010,14.50%,,,,,,
